id,user_id,paid_amt,degree_id,intake_id,no_of_paid,non_paid_amt,no_of_nonpaid,myear,degree,intake,faculty,semester,no_of_std,offered_by,start_date,semester_fee,deadline_year,deadline_date,deadline_month,total_cash_flow
13368,18,250000,25,19,1,6250000,25,Year 02,BSc (Honours) Computer Security,2020.1,Faculty Of Computing,Semester 01,26,Plymouth University,2021-08-23,250000,2021,2021-08-09,8,6500000
13369,18,500000,24,19,2,4000000,16,Year 02,BSc (Honours) Computer Networks,2020.1,Faculty Of Computing,Semester 01,18,Plymouth University,2021-08-23,250000,2021,2021-08-09,8,4500000
13370,18,2375000,23,19,8,43375000,175,Year 02,BSc (Honours) Software Engineering,2020.1,Faculty Of Computing,Semester 01,183,Plymouth University,2021-08-23,250000,2021,2021-08-09,8,45750000
13371,18,500000,25,12,2,4500000,18,Year 03,BSc (Honours) Computer Security,2019.1,Faculty Of Computing,Semester 01,20,Plymouth University,2021-08-28,250000,2021,2021-08-14,8,5000000
13372,18,850000,23,16,3,30150000,121,Year 03,BSc (Honours) Software Engineering,2019.2,Faculty Of Computing,Semester 01,124,Plymouth University,2021-08-28,250000,2021,2021-08-14,8,31000000
13373,18,0,24,16,0,6250000,25,Year 03,BSc (Honours) Computer Networks,2019.2,Faculty Of Computing,Semester 01,25,Plymouth University,2021-08-28,250000,2021,2021-08-14,8,6250000
13374,18,500000,25,16,2,7000000,28,Year 03,BSc (Honours) Computer Security,2019.2,Faculty Of Computing,Semester 01,30,Plymouth University,2021-08-28,250000,2021,2021-08-14,8,7500000
13375,18,0,24,12,0,6500000,26,Year 03,BSc (Honours) Computer Networks,2019.1,Faculty Of Computing,Semester 01,26,Plymouth University,2021-08-28,250000,2021,2021-08-14,8,6500000
13376,18,2550000,23,12,10,41700000,167,Year 03,BSc (Honours) Software Engineering,2019.1,Faculty Of Computing,Semester 01,177,Plymouth University,2021-08-28,250000,2021,2021-08-14,8,44250000
13377,18,250000,12,12,1,2000000,8,Year 03,BSc (Honours) Marketing Management,2019.1,Faculty Of Business,Semester 01,9,Plymouth University,2021-08-02,250000,2021,2021-07-19,7,2250000
13378,18,252781,15,16,1,247219,1,Year 03,BSc (Honours) Business Communication,2019.2,Faculty Of Business,Semester 01,2,Plymouth University,2021-08-02,250000,2021,2021-07-19,7,500000
13379,18,250000,15,12,1,500000,2,Year 03,BSc (Honours) Business Communication,2019.1,Faculty Of Business,Semester 01,3,Plymouth University,2021-08-02,250000,2021,2021-07-19,7,750000
13380,18,3600000,10,12,14,22150000,89,Year 03,BSc (Honours) International Management  and Business,2019.1,Faculty Of Business,Semester 01,103,Plymouth University,2021-08-02,250000,2021,2021-07-19,7,25750000
13381,18,5875000,10,16,23,28375000,114,Year 03,BSc (Honours) International Management  and Business,2019.2,Faculty Of Business,Semester 01,137,Plymouth University,2021-08-02,250000,2021,2021-07-19,7,34250000
