id,umisid,paymentid,feetype,offering
3225,20396,82213,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3226,22000661,82227,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (English Medium) 2018.2 Year 01 Semester 02
3227,20390,82390,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3228,20389,82428,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3229,20401,82486,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 01
3230,20400,82487,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3231,20386,82545,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3232,20391,82546,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (English Medium) 2020.1 Year 01 Semester 01
3233,20387,82547,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3234,20405,82550,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 01
3235,20406,82696,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3236,20407,82699,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3237,20405,82701,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 01
3238,20411,82993,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 01
3239,20413,82997,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3240,22094102,83000,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (English Medium) 2019.1 Year 01 Semester 02
3241,22000661,83132,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (English Medium) 2018.2 Year 01 Semester 02
3242,22092868,83368,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1 Year 01 Semester 02
3243,22019968,83468,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1 Year 01 Semester 02
3244,20391,83471,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (English Medium) 2020.1 Year 01 Semester 01
3245,22089368,83501,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1 Year 01 Semester 02
3246,22092028,83509,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1 Year 01 Semester 02
3247,20387,83583,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3248,20386,83584,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3249,20411,83633,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 01
3250,20394,83687,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3251,22019621,83703,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1 Year 01 Semester 02
3252,22019879,83707,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1 Year 01 Semester 02
3253,22092761,83711,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1 Year 01 Semester 02
3254,22094519,83801,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1 Year 01 Semester 02
3255,22019861,83849,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1 Year 01 Semester 02
3256,22093695,83965,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1 Year 01 Semester 02
3257,22093335,84007,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1 Year 01 Semester 02
3258,22093301,84109,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1 Year 01 Semester 02
3259,22092195,84154,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2019.1 Year 01 Semester 02
3260,22098688,84187,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (English Medium) 2019.1 Year 01 Semester 02
3261,22095075,84207,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2019.1 Year 01 Semester 02
3262,22095075,84208,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2019.1 Year 01 Semester 02
3263,22091788,84227,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2019.1 Year 02 Semester 02
3264,22091788,84228,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2019.1 Year 02 Semester 02
3265,22094048,84315,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2019.1 Year 01 Semester 02
3266,22092356,84321,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2019.1 Year 01 Semester 02
3267,20400,84328,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3268,22092748,84341,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1 Year 01 Semester 02
3269,20413,84369,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3270,20422,84390,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 01
3271,22091917,84423,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (English Medium) 2019.1 Year 01 Semester 02
3272,22100535,84424,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1 Year 01 Semester 02
3273,22095939,84429,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (English Medium) 2019.1 Year 01 Semester 02
3274,20382,84436,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3275,20382,84436,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3276,20382,84437,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3277,20396,84463,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3278,20426,84505,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (English Medium) 2020.1 Year 01 Semester 01
3279,20426,84505,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (English Medium) 2020.1 Year 01 Semester 01
3280,20423,84549,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 01
3281,20423,84549,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 01
3282,20430,84569,Degree Fee - PGD,NSBM Postgraduate Diploma in Computer Networks 2020.1 Year 01 Semester 01
3283,20431,84577,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3284,22089315,84591,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1 Year 01 Semester 02
3285,22093239,84594,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1 Year 01 Semester 02
3286,20432,84599,Degree Fee - PGD,NSBM Postgraduate Diploma in Computer Networks 2020.1 Year 01 Semester 01
3287,22093139,84627,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2019.1 Year 01 Semester 02
3288,22089848,84630,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2019.1 Year 01 Semester 02
3289,22094528,84666,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (English Medium) 2019.1 Year 01 Semester 02
3290,22019619,84676,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1 Year 01 Semester 02
3291,22093721,84701,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2019.1 Year 01 Semester 02
3292,22094099,84706,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (English Medium) 2019.1 Year 01 Semester 02
3293,22093361,84734,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (English Medium) 2019.1 Year 01 Semester 02
3294,22090599,84735,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2019.1 Year 01 Semester 02
3295,22091921,84752,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2019.1 Year 01 Semester 02
3296,22070799,85030,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (English Medium) 2019.1 Year 01 Semester 02
3297,22092221,85031,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2019.1 Year 01 Semester 02
3298,20406,85052,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3299,20407,85053,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3300,20431,85073,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3301,20442,85086,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3302,20440,85087,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3303,20440,85087,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3304,22070801,86063,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1 Year 01 Semester 02
3305,20465,86201,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 01
3306,22019848,86337,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1 Year 01 Semester 02
3307,20482,86343,Degree Fee - PGD,NSBM Postgraduate Diploma in Computer Networks 2020.1 Year 01 Semester 01
3308,20486,86381,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (English Medium) 2020.1 Year 01 Semester 01
3309,22019788,86383,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1 Year 01 Semester 02
3310,22089268,86391,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (English Medium) 2019.1 Year 01 Semester 02
3311,20515,86882,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 
3312,22070843,87421,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (English Medium) 2019.1 Year 01 Semester 02
3313,20724,87648,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1  
3314,20725,87649,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1  
3315,22058801,87899,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (English Medium) 2019.1 Year 01 Semester 02
3316,20486,88307,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (English Medium) 2020.1 Year 01 Semester 01
3317,20905,88366,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 
3318,22097888,88749,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2019.1 Year 01 Semester 02
3319,20927,88819,Degree Fee - PGD,NSBM Postgraduate Diploma in Computer Networks 2020.1 Year 01 Semester 01
3320,20931,88962,Degree Fee - PGD,NSBM Postgraduate Diploma in Computer Networks 2020.1 Year 01 
3321,20959,89483,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 
3322,20515,89486,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3323,20961,89488,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 
3324,20964,89495,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 
3325,20931,89965,Degree Fee - PGD,NSBM Postgraduate Diploma in Computer Networks 2020.1 Year 01 Semester 01
3326,20979,90028,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 
3327,20986,90177,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3328,20992,90243,Degree Fee - PGD,NSBM Postgraduate Diploma in Computer Networks 2020.1 Year 01 Semester 01
3329,20993,90244,Degree Fee - PGD,NSBM Postgraduate Diploma in Computer Networks 2020.1 Year 01 Semester 01
3330,20994,90249,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 01
3331,20994,90250,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 01
3332,20986,90440,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3333,21008,90524,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (English Medium) 2020.1 Year 01 Semester 01
3334,21014,90584,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 
3335,22089156,90605,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2019.1 Year 01 Semester 02
3336,21016,90611,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3337,20992,90740,Degree Fee - PGD,NSBM Postgraduate Diploma in Computer Networks 2020.1 Year 01 Semester 01
3338,21042,90861,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 01
3339,20959,90903,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3340,21050,90930,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3341,21053,90949,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 01
3342,21014,90960,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3343,21059,90990,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3344,21056,90993,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 01
3345,21057,90995,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 01
3346,20442,91007,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3347,20905,91014,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3348,21063,91016,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3349,20430,91038,Degree Fee - PGD,NSBM Postgraduate Diploma in Computer Networks 2020.1 Year 01 Semester 01
3350,21016,91045,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3351,21061,91054,Degree Fee - PGD,NSBM Postgraduate Diploma in Computer Networks 2020.1 Year 01 Semester 01
3352,21078,91306,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 01
3353,22001168,91388,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 01
3354,21087,91551,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 01
3355,21087,91552,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 01
3356,21088,91587,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 01
3357,21059,91592,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3358,22101628,91596,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2019.1 Year 01 Semester 02
3359,21078,91599,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 01
3360,21078,91599,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 01
3361,20388,91603,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3362,20465,91615,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 01
3363,22092299,91618,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 01
3364,21050,91850,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3365,20961,91861,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3366,21042,91870,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 01
3367,20993,91885,Degree Fee - PGD,NSBM Postgraduate Diploma in Computer Networks 2020.1 Year 01 Semester 01
3368,21063,91898,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 01
3369,21057,91899,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 01
3370,21053,91900,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 01
3371,20432,91908,Degree Fee - PGD,NSBM Postgraduate Diploma in Computer Networks 2020.1 Year 01 Semester 01
3372,22001099,91946,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2018.2 Year 01 Semester 01
3373,21061,92037,Degree Fee - PGD,NSBM Postgraduate Diploma in Computer Networks 2020.1 Year 01 Semester 01
3374,21107,92095,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 01
3375,21107,92096,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 01
3376,22092299,92245,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 01
3377,22089848,92266,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2019.1 Year 01 Semester 02
3378,22092928,92329,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2019.1 Year 01 Semester 02
3379,22091788,92393,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2019.1
3380,21056,92537,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 01
3381,22100535,92695,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1 Year 02 Semester 02
3382,22100535,92696,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1 Year 01 Semester 02
3383,21278,93108,Degree Fee - PGD,NSBM Postgraduate Diploma in Computer Networks 2020.1 Year 01 Semester 01
3384,22101628,93472,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2019.1 Year 01 Semester 02
3385,21510,93713,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 01
3386,21510,93714,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 01
3387,22093139,94649,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2019.1 Year 01 Semester 02
3388,22089848,94910,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2019.1 Year 01 Semester 02
3389,21719,94932,Degree Fee - PGD,NSBM Postgraduate Diploma in Computer Networks 2020.1 Year 01 Semester 01
3390,21721,94974,Degree Fee - PGD,NSBM Postgraduate Diploma in Computer Networks 2020.1 Year 01 Semester 01
3391,22091788,94994,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2019.1 Year 01 Semester 01
3392,22094099,95013,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (English Medium) 2019.1 Year 01 Semester 01
3393,21088,95110,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 01
3394,21721,95208,Degree Fee - PGD,NSBM Postgraduate Diploma in Computer Networks 2020.1 Year 01 Semester 01
3395,20422,96027,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 01
3396,20422,96028,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 02
3397,20382,99338,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 02
3398,20482,99595,Degree Fee - PGD,NSBM Postgraduate Diploma in Computer Networks 2020.1 Year 01 Semester 01
3399,20724,99873,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 01
3400,20724,99874,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 02
3401,20725,99875,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 01
3402,20725,99876,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 02
3403,20422,100682,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 02
3404,21719,101095,Degree Fee - PGD,NSBM Postgraduate Diploma in Computer Networks 2020.1 Year 01 Semester 01
3405,22111,101104,Degree Fee - PGD,NSBM Master of Business Studies (Alumni NSBM) 2020.1 Year 01 Semester 01
3406,22111,101105,Degree Fee - PGD,NSBM Master of Business Studies (Alumni NSBM) 2020.1 Year 01 Semester 02
3407,22091799,101575,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1
3408,22019861,101806,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1
3409,22092028,101835,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1
3410,22019968,101852,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1 Year 01 Semester 02
3411,22098688,101871,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (English Medium) 2019.1 Year 01 Semester 02
3412,20383,101891,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 02
3413,22092868,101942,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1
3414,22092015,102078,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (English Medium) 2019.1
3415,22095939,102079,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (English Medium) 2019.1
3416,20422,102181,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2020.1 Year 01 Semester 02
3417,22089368,102368,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1 Year 01 Semester 02
3418,22092356,102387,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2019.1 Year 01 Semester 02
3419,22091948,102407,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (English Medium) 2019.1 Year 01 Semester 02
3420,22001099,102533,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1
3421,22094102,102661,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (English Medium) 2019.1
3422,22094099,102662,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (English Medium) 2019.1
3423,22094519,102721,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1 Year 01 Semester 02
3424,22019788,102748,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1 Year 01 Semester 02
3425,22093139,102768,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2019.1 Year 01 Semester 02
3426,22091917,102814,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (English Medium) 2019.1 Year 01 Semester 02
3427,22093301,102834,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1 Year 01 Semester 02
3428,22070799,102943,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2019.1 Year 01 Semester 02
3429,22093695,103055,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1 Year 01 Semester 02
3430,22100535,103092,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1 Year 01 Semester 02
3431,22092195,103305,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2019.1
3432,22092748,103325,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1
3433,22095075,103330,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2019.1
3434,22092928,103350,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2019.1
3435,22070801,103392,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1 Year 01 Semester 02
3436,22089268,103419,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (English Medium) 2019.1 Year 01 Semester 02
3437,22093335,103445,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1 Year 01 Semester 02
3438,20486,103460,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 02
3439,22101628,103485,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2019.1 Year 01 Semester 02
3440,20959,103509,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2020.1 Year 01 Semester 02
3441,22089848,103550,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2019.1 Year 01 Semester 02
3442,22070843,103557,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (English Medium) 2019.1 Year 01 Semester 02
3443,22089156,103561,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2019.1 Year 01 Semester 02
3444,22019621,103570,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1 Year 01 Semester 02
3445,22091921,103576,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2019.1 Year 01 Semester 02
3446,22093361,103625,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (English Medium) 2019.1 Year 01 Semester 02
3447,22094528,103727,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (English Medium) 2019.1 Year 01 Semester 02
3448,22093239,103772,Degree Fee - PGD,NSBM Postgraduate Diploma in Human Resource Management (Sinhala Medium) 2019.1
3449,22093721,103879,Degree Fee - PGD,NSBM Postgraduate Diploma in Business Management 2019.1 Year 01 Semester 02
