id,umisid,paymentid,feetype,offering
2499,20977,90837,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.2 Year 01 Semester 01
2500,19301,90860,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2501,20940,90899,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.2 Year 01 Semester 01
2502,19780,90924,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2503,19385,91060,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2504,21070,91100,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2505,21070,91101,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 02
2506,20933,91103,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.2 Year 01 Semester 01
2507,20149,91194,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2508,19890,91203,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2509,19606,91274,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2510,21005,91377,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.3 Year 01 Semester 01
2511,21004,91421,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2512,20240,91442,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2513,19444,91448,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2514,20370,91503,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2515,19961,91507,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2516,20290,91508,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2517,21015,91594,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.3 Year 01 Semester 01
2518,20268,91628,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2519,19278,91697,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2520,19741,91701,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2521,19162,91702,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2522,19998,91730,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2523,20062,91737,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2524,21071,91754,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.3 Year 01 Semester 01
2525,19479,91759,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2526,20042,91763,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2527,20932,91772,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.2 Year 01 Semester 01
2528,21062,91816,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2529,19760,91842,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2530,19710,91849,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2531,20111,91863,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2532,20378,91868,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2533,21092,91902,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.3 Year 01 Semester 01
2534,21074,91932,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.3 Year 01 Semester 01
2535,19063,91968,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2536,19563,91995,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2537,19835,92088,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2538,19803,92180,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2539,21112,92203,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2540,19681,92325,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2541,21100,92403,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2542,19572,92594,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2543,19309,92903,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2544,20072,92923,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2545,21137,93045,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2546,20531,93094,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2547,19546,93124,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2548,21226,93250,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2549,21300,93294,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2550,20890,93400,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.3 Year 01 Semester 01
2551,20424,93421,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2552,21305,93545,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.3 Year 01 Semester 01
2553,21219,93552,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2554,21136,93566,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2555,21174,93579,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.3 Year 01 Semester 01
2556,20433,93589,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2557,21220,93703,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.3 Year 01 Semester 01
2558,20968,93726,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2559,18188,93737,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2560,20898,93759,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2561,20948,93789,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2562,21541,93838,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2563,21255,93879,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.3 Year 01 Semester 01
2564,20441,93906,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2565,20942,93940,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2566,21560,93942,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2567,21560,93943,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 02
2568,21231,93946,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.3 Year 01 Semester 01
2569,20965,93964,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2570,21172,93972,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2571,21366,94008,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2572,21011,94041,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2573,20897,94042,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.3 Year 01 Semester 01
2574,21069,94078,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.3 Year 01 Semester 01
2575,21179,94105,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2576,21547,94246,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.3 Year 01 Semester 01
2577,21596,94269,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2578,20435,94411,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2579,20494,94433,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2580,21421,94464,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.3 Year 01 Semester 01
2581,21427,94473,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.3 Year 01 Semester 01
2582,21456,94531,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.3 Year 01 Semester 01
2583,21621,94551,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2584,21515,94605,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.3 Year 01 Semester 01
2585,21628,94650,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.3 Year 01 Semester 01
2586,21264,94653,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.3 Year 01 Semester 01
2587,19579,94726,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2588,21705,94778,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2589,21714,94860,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.3 Year 01 Semester 01
2590,21709,94924,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.3 Year 01 Semester 01
2591,21634,95026,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.3 Year 01 Semester 01
2592,21729,95033,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2593,21106,95036,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2594,21736,95098,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.3 Year 01 Semester 01
2595,20957,95127,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.3 Year 01 Semester 01
2596,21660,95132,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2597,21726,95145,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.3 Year 01 Semester 01
2598,20995,95184,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.3 Year 01 Semester 01
2599,19914,95223,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2600,21761,95244,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2601,21790,95357,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.3 Year 01 Semester 01
2602,21762,95358,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2603,19546,95362,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2604,21785,95363,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.3 Year 01 Semester 01
2605,21796,95380,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2606,21808,95522,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2607,21819,95598,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2608,21831,95701,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2609,21759,95732,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.3 Year 01 Semester 01
2610,21824,95982,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2611,20047,96063,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2612,20047,96064,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2613,18095,96156,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 02
2614,21858,96232,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2615,21829,96257,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.3 Year 01 Semester 01
2616,21860,96290,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.3 Year 01 Semester 01
2617,21862,96292,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2618,21865,96319,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.3 Year 01 Semester 01
2619,21866,96323,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2620,21869,96394,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2621,21910,97587,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2622,19254,97924,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2623,21917,98183,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.3 Year 01 Semester 01
2624,19254,100060,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2625,19097,100131,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2626,21958,100140,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2021.1 Year 01 Semester 01
2627,21092,100166,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.3 Year 01 Semester 02
2628,20379,100241,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2629,21987,100337,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2021.1 Year 01 Semester 01
2630,21973,100347,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2021.1 Year 01 Semester 01
2631,21966,100410,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2021.1 Year 01 Semester 01
2632,21977,100607,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2021.1 Year 01 Semester 01
2633,22041,100746,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2021.1 Year 01 Semester 01
2634,22041,100821,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2021.1 Year 01 Semester 02
2635,21993,100971,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2021.1 Year 01 Semester 01
2636,19090,101076,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2637,22037,101165,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2021.1 Year 01 Semester 01
2638,22022,101179,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2021.1 Year 01 Semester 01
2639,22048,101258,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2021.1 Year 01 Semester 01
2640,22048,101259,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2021.1 Year 01 Semester 02
2641,21990,101739,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2021.1 Year 01 Semester 01
2642,19774,101792,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2643,22054,102151,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2021.1 Year 01 Semester 01
2644,22057,102883,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2021.1 Year 01 Semester 01
2645,22045,103026,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2021.1 Year 01 Semester 01
2646,22022,103663,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2021.1 Year 01 Semester 01
2647,22654,103852,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2021.1 Year 01 Semester 01
2648,22077,103905,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2021.1 Year 01 Semester 01
2649,22077,104020,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2021.1 Year 01 Semester 01
2650,22455,104464,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2021.1 Year 01 Semester 01
2651,22512,104630,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2021.1 Year 01 Semester 01
2652,22638,104716,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2021.1 Year 01 Semester 01
2653,22292,104727,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2021.1 Year 01 Semester 01
2654,22894,104732,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2021.1 Year 01 Semester 01
2655,22672,104764,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2021.1 Year 01 Semester 01
2656,22666,104766,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2021.1 Year 01 Semester 01
2657,22666,104767,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2021.1 Year 01 Semester 01
2658,22647,104770,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2021.1 Year 01 Semester 01
2659,22660,104776,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2021.1 Year 01 Semester 01
2660,20918,104842,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.3 Year 01 Semester 02
